0, 7, 0, 253,  0,  0,  -3
0, 21, 0, 254,  2,  0,  -2
0, 50, 0, 253,  5,  0,  -3
0, 84, 0, 253,  8,  0,  -3
0, 100, 0, 253,  10,  0,  -3
0, 108, 0, 253,  10,  0,  -3
0, 110, 0, 253,  11,  0,  -3
0, 123, 0, 253,  12,  0,  -3
0, 156, 0, 253,  15,  0,  -3
0, 181, 0, 253,  18,  0,  -3
0, 180, 0, 253,  18,  0,  -3
0, 191, 0, 253,  19,  0,  -3
0, 199, 0, 253,  19,  0,  -3
0, 208, 0, 253,  20,  0,  -3
0, 215, 0, 253,  21,  0,  -3
0, 238, 0, 253,  23,  0,  -3
1, 0, 0, 254,  25,  0,  -2
1, 23, 0, 253,  27,  0,  -3
1, 36, 0, 253,  29,  0,  -3
1, 45, 0, 253,  30,  0,  -3
1, 53, 0, 253,  30,  0,  -3
1, 66, 0, 253,  32,  0,  -3
1, 84, 0, 253,  34,  0,  -3
1, 102, 0, 253,  35,  0,  -3
1, 124, 0, 253,  38,  0,  -3
1, 125, 0, 253,  38,  0,  -3
1, 131, 0, 253,  38,  0,  -3
1, 139, 0, 253,  39,  0,  -3
1, 148, 0, 253,  40,  0,  -3
1, 148, 0, 253,  40,  0,  -3
1, 148, 0, 253,  40,  0,  -3
1, 156, 0, 253,  41,  0,  -3
1, 172, 0, 254,  42,  0,  -2
1, 177, 0, 253,  43,  0,  -3
1, 177, 0, 253,  43,  0,  -3
1, 180, 0, 253,  43,  0,  -3
1, 188, 0, 253,  44,  0,  -3
1, 197, 0, 253,  45,  0,  -3
1, 196, 0, 253,  45,  0,  -3
1, 212, 0, 253,  46,  0,  -3
1, 211, 0, 253,  46,  0,  -3
1, 216, 0, 253,  47,  0,  -3
1, 233, 0, 253,  48,  0,  -3
1, 236, 0, 253,  49,  0,  -3
1, 243, 0, 253,  49,  0,  -3
1, 247, 0, 253,  50,  0,  -3
1, 247, 0, 253,  50,  0,  -3
1, 254, 0, 253,  51,  0,  -3
2, 0, 0, 253,  51,  0,  -3
2, 4, 0, 253,  51,  0,  -3
2, 5, 0, 253,  51,  0,  -3
2, 9, 0, 253,  52,  0,  -3
SERIAL ERROR: Bytes arrived:3#2 0 253 2, 10, 0, 253,  52,  0,  -3
SERIAL ERROR: Bytes arrived:3#2 0 253 2, 23, 0, 253,  53,  0,  -3
2, 30, 0, 253,  54,  0,  -3
2, 32, 0, 253,  54,  0,  -3
2, 37, 0, 253,  54,  0,  -3
2, 31, 0, 253,  54,  0,  -3
2, 42, 0, 253,  55,  0,  -3
2, 48, 0, 253,  56,  0,  -3
2, 56, 0, 253,  56,  0,  -3
2, 58, 0, 253,  57,  0,  -3
2, 55, 0, 253,  56,  0,  -3
2, 64, 0, 253,  57,  0,  -3
2, 68, 0, 253,  58,  0,  -3
2, 71, 0, 253,  58,  0,  -3
2, 71, 0, 253,  58,  0,  -3
2, 76, 0, 253,  58,  0,  -3
2, 77, 0, 253,  58,  0,  -3
2, 77, 0, 253,  58,  0,  -3
